gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService_flag,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,ServiceCount,tenure group,ChurnProbability,RevenueAtRisk,RetentionSegment,RecommendedAction
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,1,1,0,1,0,0,0,0,3,Below 3 years,0.7312965,1061.769358879328,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,1,1,0,0,0,0,0,1,3,Below 3 years,0.84955174,957.6147182941437,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.48338002,721.9522283703088,Medium Risk,Promote security service
Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,7511.9,No,1,0,1,1,1,0,1,1,6,oldest Customers,0.20762849,1559.6844430685042,Low Risk,Offer technical support
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,1,0,0,0,0,0,0,1,2,Below 1 year,0.90101886,71.72110109329223,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8742884,101.985739544034,High Risk - New Customer,Onboarding intervention
Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.9041072,64.19161212444305,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,1,0,1,1,0,1,1,1,6,oldest Customers,0.43145186,3128.845722430944,Medium Risk,Standard engagement
Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,No,1,1,0,1,1,0,1,1,6,Below 5 years,0.34082887,1112.4313349753618,Low Risk,Promote security service
Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.6328001,15.218842458724977,Medium Risk,Promote long-term contract
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,1,0,0,0,0,0,1,0,2,Below 1 year,0.88273615,126.80504743754864,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.045730438,63.91514678727836,Low Risk,Standard engagement
Male,No,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,1,1,1,0,1,1,1,1,7,oldest Customers,0.06386588,383.0100550822914,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,1,0,0,1,1,0,1,0,4,Below 3 years,0.6545739,936.2043453454971,Medium Risk,Promote security service
Female,No,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,1,1,0,0,0,1,0,0,3,Below 3 years,0.24067876,304.26608514189724,Low Risk,Promote security service
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes,1,1,0,0,0,0,1,1,4,Below 3 years,0.82827175,1634.8013599216938,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,1135.7,Yes,1,0,0,0,0,0,1,1,3,Below 3 years,0.85470295,970.6861397743226,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,1,0,0,1,0,1,1,0,4,Below 1 year,0.84754395,77.7197806596756,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,1,0,0,1,0,0,0,0,2,Below 3 years,0.73590696,1076.999833881855,High Risk - General,Promote security service
Female,No,No,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,No,0,0,1,0,1,0,0,1,3,oldest Customers,0.1968099,545.9309893414378,Low Risk,Offer technical support
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,Yes,1,1,0,0,0,0,1,0,3,Below 3 years,0.7943063,1377.7242395877838,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.8,1521.2,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.04464305,67.9110049173236,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.08977677,745.9461982741951,Low Risk,Standard engagement
Female,No,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,No,1,1,0,0,1,1,0,0,4,Below 5 years,0.34763375,1376.2298682048915,Low Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,Yes,1,1,0,1,0,0,0,0,3,Below 1 year,0.84090966,323.75021904706955,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,1,1,0,0,0,0,0,1,3,Below 1 year,0.8855578,300.1155285000801,High Risk - High Value,Priority retention offer
Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,0,0,0,0,0,0,0,0,0,Below 3 years,0.40940422,291.843796941638,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,No,1,1,1,1,1,0,1,1,7,oldest Customers,0.11660043,849.2300927359611,Low Risk,Offer technical support
Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Yes,1,0,1,0,0,1,0,0,3,Below 3 years,0.56114143,486.2009931772948,Medium Risk,Promote long-term contract
Male,No,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,No,1,1,1,1,0,0,1,1,6,Below 3 years,0.4869139,1689.980728185177,Medium Risk,Offer technical support
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.058153357,32.231498314999044,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.042607658,60.32605202905833,Low Risk,Standard engagement
Female,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes,0,0,0,0,1,0,1,1,3,Below 5 years,0.6589165,1325.3445945739747,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,1,1,1,0,1,0,1,0,5,oldest Customers,0.08433629,409.76472383365035,Low Risk,Offer technical support
Female,No,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,Yes,1,0,0,1,1,1,1,0,5,Below 5 years,0.22240652,1029.2640202440323,Low Risk,Promote security service
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.43228385,8.299849891662598,Medium Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes,1,1,0,0,1,1,1,1,6,Below 5 years,0.5889148,3662.8145622968677,Medium Risk,Promote security service
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,Yes,1,1,0,1,1,0,1,1,6,Below 5 years,0.63612944,3766.7450528949503,Medium Risk,Promote security service
Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.8162609,286.9156973063946,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.35,117.05,No,1,1,0,0,0,1,0,0,3,Below 1 year,0.6509317,76.19155735373496,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,1,0,0,1,0,1,1,0,4,Below 3 years,0.3543837,1121.8370630264283,Low Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,1,1,0,0,1,1,0,0,4,Below 3 years,0.2201941,235.76182429790498,Low Risk,Promote security service
Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.829574,120.62005798816682,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.6692301,454.7753168284893,Medium Risk,Promote security service
Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,Yes,1,1,1,1,0,1,0,0,5,Below 3 years,0.3014537,685.7770439743996,Low Risk,Promote long-term contract
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.2006463,109.11145584285258,Low Risk,Promote long-term contract
Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,0,1,0,1,1,1,1,6,Below 3 years,0.717867,1388.6778506338596,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.8488143,398.77296220064164,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,1,0,1,1,0,0,1,1,5,Below 3 years,0.7689131,1096.7776319026948,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes,1,0,0,1,0,0,1,1,4,Below 5 years,0.33288628,1472.7554739117622,Low Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,1,1,0,1,1,1,1,1,7,Below 5 years,0.25092232,918.9402747452259,Low Risk,Promote security service
Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.9018807,65.83728975057602,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,4045.65,Yes,1,0,0,0,1,0,0,1,3,Below 5 years,0.6375722,2579.3940878838303,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.810681,676.2700780630112,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75,Yes,1,1,1,0,1,1,0,0,5,oldest Customers,0.08116913,386.34475898742676,Low Risk,Standard engagement
Male,No,Yes,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,1,0,0,1,0,1,0,1,4,Below 1 year,0.5922873,85.08207093477249,Medium Risk,Promote security service
Female,No,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,0,0,1,1,1,1,1,5,oldest Customers,0.07674651,318.1833495035767,Low Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,993.15,No,1,1,0,0,0,0,0,0,2,Below 5 years,0.108298525,107.55668031647801,Low Risk,Standard engagement
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,501.35,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.09603236,48.14582303725183,Low Risk,Standard engagement
Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,No,1,0,1,1,1,1,0,1,6,oldest Customers,0.055209674,290.68997523486615,Low Risk,Standard engagement
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,No,1,1,1,0,0,0,1,1,5,Below 5 years,0.5322252,2579.8817824691537,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.2934117,69.62659686505795,Low Risk,Promote long-term contract
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,No,1,1,0,1,0,1,0,1,5,Below 5 years,0.3085669,1556.1645805358887,Low Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,0,0,0,0,0,1,0,2,Below 1 year,0.83909893,128.13040666580198,High Risk - High Value,Priority retention offer
Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.80459565,554.0847938507795,High Risk - New Customer,Onboarding intervention
Female,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,Yes,0,0,0,0,0,1,0,0,1,Below 1 year,0.74619424,44.06277007460594,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.09300679,73.5823216587305,Low Risk,Standard engagement
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55,No,1,0,0,0,0,0,1,0,2,Below 1 year,0.8211923,133.48481229245664,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,1,1,0,0,0,1,1,1,5,Below 5 years,0.55709314,1936.2050747632982,Medium Risk,Promote security service
Male,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,Yes,1,1,1,1,1,1,1,0,7,oldest Customers,0.123184875,634.9687548905612,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.08319558,556.4910884343087,Low Risk,Standard engagement
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.5418702,994.3046809047461,Medium Risk,Promote security service
Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.81601244,36.638958650827405,High Risk - New Customer,Onboarding intervention
Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8538641,178.32951180338858,High Risk - New Customer,Onboarding intervention
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,1,1,1,0,1,0,1,1,6,oldest Customers,0.17777124,941.0142843186854,Low Risk,Offer technical support
Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,1,1,1,0,0,0,1,1,5,Below 3 years,0.83280975,1131.663523712754,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,Yes,1,1,0,1,1,0,1,1,6,Below 1 year,0.74861336,405.67357845306395,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,138.85,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.29266235,40.63616762012243,Low Risk,Promote long-term contract
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,1,1,0,0,0,0,1,0,3,Below 5 years,0.717412,2540.6069682598113,High Risk - High Value,Priority retention offer
Female,No,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,No,0,0,1,0,0,1,0,0,2,Below 1 year,0.13929927,56.081887507438665,Low Risk,Standard engagement
Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,1,1,1,0,1,1,1,1,7,Below 5 years,0.23309171,946.2008410990238,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,1,1,0,0,0,0,1,1,4,Below 3 years,0.7937727,2465.100800561905,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.5135828,9.860790252685547,Medium Risk,Promote long-term contract
Female,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,762.25,Yes,1,0,1,0,0,0,0,0,2,Below 3 years,0.531824,405.3828384578228,Medium Risk,Offer technical support
Female,Yes,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,0,0,0,1,1,0,1,1,4,oldest Customers,0.24289185,888.0733195692301,Low Risk,Promote security service
Female,No,Yes,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,0,0,0,0,0,0,1,1,2,Below 1 year,0.8326314,80.84850983023642,High Risk - New Customer,Onboarding intervention
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,Yes,1,1,0,0,0,0,1,1,4,Below 1 year,0.9050348,253.0024728894234,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,1,1,1,1,0,0,1,1,6,oldest Customers,0.30432573,2222.5060196176173,Low Risk,Offer technical support
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.10190521,80.0720201767981,Low Risk,Standard engagement
Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,1,1,1,1,1,1,1,1,8,Below 5 years,0.37151137,1975.623163086176,Low Risk,Standard engagement
Female,No,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.0,60.0,Yes,1,0,1,1,0,1,0,0,4,Below 1 year,0.66298956,39.77937340736389,Medium Risk,Promote long-term contract
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.04448863,56.760820102319116,Low Risk,Standard engagement
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes,1,0,0,0,0,0,0,1,2,Below 1 year,0.85225725,445.8583812475204,High Risk - High Value,Priority retention offer
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,1,1,0,1,1,0,0,0,4,Below 5 years,0.624931,3046.3510375857354,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,189.2,Yes,1,0,1,0,0,0,0,0,2,Below 1 year,0.7812334,147.80935366153716,High Risk - High Value,Priority retention offer
Female,No,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,1,0,0,0,1,1,0,0,3,Below 3 years,0.33322912,239.29183433651926,Low Risk,Promote security service
